year,make,model,trim,body,seats,msrp,fuel
2020,GMC,Sierra 3500 HD,Base,Truck (Crew Cab),6,42600,regular unleaded
2020,GMC,Sierra 3500 HD,Base,Truck (Crew Cab),6,44000,regular unleaded
2020,GMC,Sierra 3500 HD,Base,Truck (Crew Cab),6,44200,regular unleaded
2020,GMC,Sierra 3500 HD,Base,Truck (Crew Cab),6,45400,regular unleaded
2020,GMC,Sierra 3500 HD,Denali,Truck (Crew Cab),5,64900,regular unleaded
2020,GMC,Sierra 3500 HD,Denali,Truck (Crew Cab),5,65100,regular unleaded
2020,GMC,Sierra 3500 HD,Denali,Truck (Crew Cab),5,66300,regular unleaded
2020,GMC,Sierra 3500 HD,SLE,Truck (Regular Cab),3,41200,regular unleaded
2020,GMC,Sierra 3500 HD,SLE,Truck (Regular Cab),3,42400,regular unleaded
2020,GMC,Sierra 3500 HD,SLE,Truck (Regular Cab),3,44000,regular unleaded
2020,GMC,Sierra 3500 HD,SLE,Truck (Regular Cab),3,45200,regular unleaded
2020,GMC,Sierra 3500 HD,SLT,Truck (Crew Cab),6,57800,regular unleaded
2020,GMC,Sierra 3500 HD,AT4,Truck (Crew Cab),5,58900,regular unleaded
2020,GMC,Sierra 3500 HD,SLT,Truck (Crew Cab),6,56400,regular unleaded
2020,GMC,Sierra 3500 HD,SLT,Truck (Crew Cab),6,55000,regular unleaded
2020,GMC,Sierra 3500 HD,SLT,Truck (Crew Cab),6,53800,regular unleaded
2020,GMC,Sierra 3500 HD,SLT,Truck (Crew Cab),6,53600,regular unleaded
2020,GMC,Sierra 3500 HD,SLE,Truck (Crew Cab),6,49200,regular unleaded
2020,GMC,Sierra 3500 HD,SLE,Truck (Crew Cab),6,48000,regular unleaded
2020,GMC,Sierra 3500 HD,SLE,Truck (Crew Cab),6,47800,regular unleaded
2020,GMC,Sierra 3500 HD,SLE,Truck (Crew Cab),6,46400,regular unleaded
2020,GMC,Sierra 3500 HD,SLE,Truck (Crew Cab),6,45200,regular unleaded
2020,GMC,Sierra 3500 HD,SLE,Truck (Crew Cab),6,45000,regular unleaded
2020,GMC,Sierra 3500 HD,SLE,Truck (Double Cab),6,47400,regular unleaded
2020,GMC,Sierra 3500 HD,SLE,Truck (Double Cab),6,46200,regular unleaded
2020,GMC,Sierra 3500 HD,SLE,Truck (Double Cab),6,43400,regular unleaded
2020,GMC,Sierra 3500 HD,SLE,Truck (Double Cab),6,44600,regular unleaded
2020,GMC,Sierra 3500 HD,Base,Truck (Double Cab),6,39600,regular unleaded
2020,GMC,Sierra 3500 HD,Base,Truck (Double Cab),6,40800,regular unleaded
2020,GMC,Sierra 3500 HD,Base,Truck (Double Cab),6,42400,regular unleaded
2020,GMC,Sierra 3500 HD,Base,Truck (Double Cab),6,43600,regular unleaded
2020,GMC,Sierra 3500 HD,Base,Truck (Regular Cab),3,40800,regular unleaded
2020,GMC,Sierra 3500 HD,Base,Truck (Regular Cab),3,39600,regular unleaded
2020,GMC,Sierra 3500 HD,AT4,Truck (Crew Cab),5,59100,regular unleaded
2020,GMC,Sierra 3500 HD,Base,Truck (Regular Cab),3,36800,regular unleaded
2020,GMC,Sierra 3500 HD,Base,Truck (Regular Cab),3,38000,regular unleaded
2020,GMC,Terrain,SLE,SUV,5,30000,regular unleaded
2020,GMC,Terrain,Denali,SUV,5,38300,premium unleaded (recommended)
2020,GMC,Terrain,Denali,SUV,5,39900,premium unleaded (recommended)
2020,GMC,Terrain,SL,SUV,5,25000,regular unleaded
2020,GMC,Terrain,SLE,SUV,5,28400,regular unleaded
2020,GMC,Terrain,SLT,SUV,5,31200,regular unleaded
2020,GMC,Terrain,SLT,SUV,5,32800,regular unleaded
2020,GMC,Yukon,SLT Standard Edition,SUV,8,57800,regular unleaded
2020,GMC,Yukon,SLT Standard Edition,SUV,8,54800,regular unleaded
2020,GMC,Yukon,SLT,SUV,8,57600,regular unleaded
2020,GMC,Yukon,SLE,SUV,8,52600,regular unleaded
2020,GMC,Yukon,SLE,SUV,8,49600,regular unleaded
2020,GMC,Yukon,Denali,SUV,7,69700,premium unleaded (recommended)
2020,GMC,Yukon,SLT,SUV,8,60600,regular unleaded
2020,GMC,Yukon,Denali,SUV,7,66700,premium unleaded (recommended)
2020,GMC,Yukon XL,SLT Standard Edition,SUV,8,60600,regular unleaded
2020,GMC,Yukon XL,SLT Standard Edition,SUV,8,57600,regular unleaded
2020,GMC,Yukon XL,SLE,SUV,8,55400,regular unleaded
2020,GMC,Yukon XL,SLE,SUV,8,52400,regular unleaded
2020,GMC,Yukon XL,Denali,SUV,7,72500,premium unleaded (recommended)
2020,GMC,Yukon XL,Denali,SUV,7,69500,premium unleaded (recommended)
2020,GMC,Yukon XL,SLT,SUV,8,63400,regular unleaded
2020,GMC,Yukon XL,SLT,SUV,8,60400,regular unleaded
2020,Honda,Accord,Touring,Sedan,5,35140,regular unleaded
2020,Honda,Accord,EX,Sedan,5,29370,regular unleaded
2020,Honda,Accord,Base,Sedan,5,25470,regular unleaded
2020,Honda,Accord,EX-L,Sedan,5,32270,regular unleaded
2020,Honda,Accord,Sport,Sedan,5,26530,regular unleaded
2020,Honda,Accord,Sport,Sedan,5,26530,regular unleaded
2020,Honda,Accord,LX,Sedan,5,23870,regular unleaded
2020,Honda,Accord,EX-L,Sedan,5,30270,regular unleaded
2020,Honda,Accord,EX-L,Sedan,5,31870,regular unleaded
2020,Honda,Accord,EX,Sedan,5,27770,regular unleaded
2020,Honda,Accord,Sport,Sedan,5,31060,regular unleaded
2020,Honda,Accord,Touring,Sedan,5,36100,regular unleaded
2020,Honda,Accord,Sport,Sedan,5,31060,regular unleaded
2020,Honda,Civic,Si,Sedan,5,25200,premium unleaded (recommended)
2020,Honda,Civic,Type R,Hatchback,4,36995,premium unleaded (recommended)
2020,Honda,Civic,Touring,Coupe,5,27150,regular unleaded
2020,Honda,Civic,Touring,Sedan,5,27600,regular unleaded
2020,Honda,Civic,Sport,Hatchback,5,23550,premium unleaded (recommended)
2020,Honda,Civic,Sport,Hatchback,5,22750,premium unleaded (recommended)
2020,Honda,Civic,EX,Sedan,5,23700,regular unleaded
2020,Honda,Civic,EX,Coupe,5,23500,regular unleaded
2020,Honda,Civic,EX,Hatchback,5,24150,regular unleaded
2020,Honda,Civic,EX-L,Sedan,5,24900,regular unleaded
2020,Honda,Civic,EX-L,Hatchback,5,25350,regular unleaded
2020,Honda,Civic,Si,Sedan,5,25000,premium unleaded (recommended)
2020,Honda,Civic,Si,Coupe,5,25200,premium unleaded (recommended)
2020,Honda,Civic,Si,Coupe,5,25000,premium unleaded (recommended)
2020,Honda,Civic,LX,Hatchback,5,21650,regular unleaded
2020,Honda,Civic,LX,Coupe,5,20950,regular unleaded
2020,Honda,Civic,LX,Sedan,5,20550,regular unleaded
2020,Honda,Civic,LX,Sedan,5,19750,regular unleaded
2020,Honda,Civic,Sport,Coupe,5,22550,regular unleaded
2020,Honda,Civic,Sport,Coupe,5,21750,regular unleaded
2020,Honda,Civic,Sport,Sedan,5,22250,regular unleaded
2020,Honda,Civic,Sport,Sedan,5,21450,regular unleaded
2020,Honda,Civic,Sport Touring,Hatchback,5,28850,premium unleaded (recommended)
2020,Honda,Civic,Sport Touring,Hatchback,5,28050,premium unleaded (recommended)
2020,Honda,Clarity,Plug-In Hybrid,Sedan,5,33400,regular unleaded
2020,Honda,Clarity,Fuel Cell,Sedan,5,58490,hydrogen
2020,Honda,Clarity,Touring Plug-In Hybrid,Sedan,5,36600,regular unleaded
2020,Honda,CR-V,LX,SUV,5,27850,regular unleaded
2020,Honda,CR-V,EX,SUV,5,29060,regular unleaded
2020,Honda,CR-V,EX-L,SUV,5,30050,regular unleaded
2020,Honda,CR-V,EX-L,SUV,5,31550,regular unleaded
2020,Honda,CR-V,EX,SUV,5,30360,regular unleaded
2020,Honda,CR-V,EX-L,SUV,5,32850,regular unleaded
2020,Honda,CR-V,Touring,SUV,5,36050,regular unleaded
2020,Honda,CR-V,Touring,SUV,5,34750,regular unleaded
2020,Honda,CR-V,LX,SUV,5,25050,regular unleaded
2020,Honda,CR-V,EX,SUV,5,27560,regular unleaded
2020,Honda,CR-V,LX,SUV,5,26550,regular unleaded
2020,Honda,CR-V,Touring,SUV,5,33250,regular unleaded
2020,Honda,Fit,EX-L,Hatchback,5,20620,regular unleaded
2020,Honda,Fit,Sport,Hatchback,5,18400,regular unleaded
2020,Honda,Fit,Sport,Hatchback,5,17600,regular unleaded
2020,Honda,Fit,LX,Hatchback,5,16990,regular unleaded
2020,Honda,Fit,LX,Hatchback,5,16190,regular unleaded
2020,Honda,Fit,EX,Hatchback,5,19060,regular unleaded
2020,Honda,HR-V,Touring,SUV,5,28890,regular unleaded
2020,Honda,HR-V,Sport,SUV,5,24020,regular unleaded
2020,Honda,HR-V,Sport,SUV,5,22520,regular unleaded
2020,Honda,HR-V,LX,SUV,5,22320,regular unleaded
2020,Honda,HR-V,LX,SUV,5,20820,regular unleaded
2020,Honda,HR-V,EX-L,SUV,5,27070,regular unleaded
2020,Honda,HR-V,EX-L,SUV,5,25570,regular unleaded
2020,Honda,HR-V,EX,SUV,5,25470,regular unleaded
2020,Honda,HR-V,EX,SUV,5,23970,regular unleaded
2020,Honda,Insight,EX,Sedan,5,24310,regular unleaded
2020,Honda,Insight,LX,Sedan,5,22930,regular unleaded
2020,Honda,Insight,Touring,Sedan,5,28340,regular unleaded
2020,Honda,Odyssey,Touring,Minivan,8,44960,regular unleaded
2020,Honda,Odyssey,EX-L,Minivan,8,37960,regular unleaded
2020,Honda,Odyssey,EX,Minivan,8,34690,regular unleaded
2020,Honda,Odyssey,EX-L,Minivan,8,40060,regular unleaded
2020,Honda,Odyssey,Elite,Minivan,8,47320,regular unleaded
2020,Honda,Odyssey,LX,Minivan,7,30690,regular unleaded
2020,Honda,Passport,Touring,SUV,5,39280,regular unleaded
2020,Honda,Passport,Touring,SUV,5,41280,regular unleaded
2020,Honda,Passport,Sport,SUV,5,33990,regular unleaded
2020,Honda,Passport,Sport,SUV,5,31990,regular unleaded
2020,Honda,Passport,Elite,SUV,5,43780,regular unleaded
2020,Honda,Passport,EX-L,SUV,5,38410,regular unleaded
2020,Honda,Passport,EX-L,SUV,5,36410,regular unleaded
2020,Honda,Pilot,EX,SUV,8,34430,regular unleaded
2020,Honda,Pilot,Touring,SUV,7,44920,regular unleaded
2020,Honda,Pilot,Touring,SUV,8,44620,regular unleaded
2020,Honda,Pilot,Touring,SUV,7,42920,regular unleaded
2020,Honda,Pilot,Touring,SUV,8,42620,regular unleaded
2020,Honda,Pilot,LX,SUV,8,33550,regular unleaded
2020,Honda,Pilot,LX,SUV,8,31550,regular unleaded
2020,Honda,Pilot,Elite,SUV,7,48120,regular unleaded
2020,Honda,Pilot,EX-L,SUV,8,41860,regular unleaded
2020,Honda,Pilot,EX-L,SUV,8,39860,regular unleaded
2020,Honda,Pilot,EX-L,SUV,8,39860,regular unleaded
2020,Honda,Pilot,EX-L,SUV,8,37860,regular unleaded
2020,Honda,Pilot,EX,SUV,8,36430,regular unleaded
2020,Honda,Pilot,Black Edition,SUV,7,49620,regular unleaded
2020,Honda,Ridgeline,Black Edition,Truck (Crew Cab),5,43520,regular unleaded
2020,Honda,Ridgeline,RTL,Truck (Crew Cab),5,36670,regular unleaded
2020,Honda,Ridgeline,RTL,Truck (Crew Cab),5,38820,regular unleaded
2020,Honda,Ridgeline,RTL-E,Truck (Crew Cab),5,42020,regular unleaded
2020,Honda,Ridgeline,Sport,Truck (Crew Cab),5,33900,regular unleaded
2020,Honda,Ridgeline,Sport,Truck (Crew Cab),5,36140,regular unleaded
2020,Hyundai,Accent,SEL,Sedan,5,17650,regular unleaded
2020,Hyundai,Accent,SE,Sedan,5,16395,regular unleaded
2020,Hyundai,Accent,SE,Sedan,5,15295,regular unleaded
2020,Hyundai,Accent,Limited,Sedan,5,19400,regular unleaded
2020,Hyundai,Elantra,Value Edition,Sedan,5,20950,regular unleaded
2020,Hyundai,Elantra,SEL,Sedan,5,20050,regular unleaded
2020,Hyundai,Elantra,SE,Sedan,5,19300,regular unleaded
2020,Hyundai,Elantra,Limited,Sedan,5,23150,regular unleaded
2020,Hyundai,Elantra,Sport,Sedan,5,24150,regular unleaded
2020,Hyundai,Elantra,Eco,Sedan,5,21600,regular unleaded
2020,Hyundai,Elantra GT,N Line,Hatchback,5,24600,regular unleaded
2020,Hyundai,Elantra GT,Base,Hatchback,5,20650,regular unleaded
2020,Hyundai,Elantra GT,N Line,Hatchback,5,23500,regular unleaded
2020,Hyundai,Ioniq,Limited,Hatchback,5,38615,electric
2020,Hyundai,Ioniq,SE,Hatchback,5,33045,electric
2020,Hyundai,Ioniq,SEL,Hatchback,5,29500,regular unleaded
2020,Hyundai,Ioniq,SE,Hatchback,5,26500,regular unleaded
2020,Hyundai,Ioniq,Limited,Hatchback,5,32950,regular unleaded
2020,Hyundai,Ioniq,SE,Hatchback,5,25150,regular unleaded
2020,Hyundai,Ioniq,Blue,Hatchback,5,23200,regular unleaded
2020,Hyundai,Ioniq,Limited,Hatchback,5,31200,regular unleaded
2020,Hyundai,Ioniq,SEL,Hatchback,5,28400,regular unleaded
2020,Hyundai,Kona,Ultimate,SUV,5,27950,regular unleaded
2020,Hyundai,Kona,SEL Plus,SUV,5,25350,regular unleaded
2020,Hyundai,Kona,SEL Plus,SUV,5,23950,regular unleaded
2020,Hyundai,Kona,Limited,SUV,5,27500,regular unleaded
2020,Hyundai,Kona,SEL,SUV,5,23500,regular unleaded
2020,Hyundai,Kona,SEL,SUV,5,22100,regular unleaded
2020,Hyundai,Kona,SE,SUV,5,21700,regular unleaded
2020,Hyundai,Kona,SE,SUV,5,20300,regular unleaded
2020,Hyundai,Kona,Ultimate,SUV,5,29350,regular unleaded
2020,Hyundai,Kona,Limited,SUV,5,26100,regular unleaded
2020,Hyundai,Kona Electric,Limited,SUV,5,41800,electric
2020,Hyundai,Kona Electric,SEL,SUV,5,37190,electric
2020,Hyundai,Kona Electric,Ultimate,SUV,5,45400,electric
2020,Hyundai,Nexo,Blue,SUV,5,58735,hydrogen
2020,Hyundai,Nexo,Limited,SUV,5,62185,hydrogen
2020,Hyundai,Palisade,SE,SUV,8,33675,regular unleaded
2020,Hyundai,Palisade,Limited,SUV,7,45125,regular unleaded
2020,Hyundai,Palisade,Limited,SUV,7,46825,regular unleaded
2020,Hyundai,Palisade,SE,SUV,8,31975,regular unleaded
2020,Hyundai,Palisade,SEL,SUV,7,35625,regular unleaded
2020,Hyundai,Palisade,SEL,SUV,7,33925,regular unleaded
2020,Hyundai,Santa Fe,SEL 2.0T,SUV,5,34875,regular unleaded
2020,Hyundai,Santa Fe,Limited,SUV,5,36025,regular unleaded
2020,Hyundai,Santa Fe,Limited,SUV,5,37725,regular unleaded
2020,Hyundai,Santa Fe,Limited 2.0T,SUV,5,37875,regular unleaded
2020,Hyundai,Santa Fe,Limited 2.0T,SUV,5,39575,regular unleaded
2020,Hyundai,Santa Fe,SE,SUV,5,26275,regular unleaded
2020,Hyundai,Santa Fe,SE,SUV,5,27975,regular unleaded
2020,Hyundai,Santa Fe,SEL,SUV,5,28025,regular unleaded
2020,Hyundai,Santa Fe,SEL,SUV,5,29725,regular unleaded
2020,Hyundai,Santa Fe,SEL 2.0T,SUV,5,36575,regular unleaded
2020,Hyundai,Sonata,SEL Plus,Sedan,5,27650,regular unleaded
2020,Hyundai,Sonata,SEL,Sedan,5,25700,regular unleaded
2020,Hyundai,Sonata,Blue,Sedan,5,27750,regular unleaded
2020,Hyundai,Sonata,Limited,Sedan,5,35300,regular unleaded
2020,Hyundai,Sonata,SEL,Sedan,5,29900,regular unleaded
2020,Hyundai,Sonata,Limited,Sedan,5,33500,regular unleaded
2020,Hyundai,Sonata,SE,Sedan,5,23600,regular unleaded
2020,Hyundai,Tucson,Limited,SUV,5,29250,regular unleaded
2020,Hyundai,Tucson,Value,SUV,5,26400,regular unleaded
2020,Hyundai,Tucson,Value,SUV,5,25000,regular unleaded
2020,Hyundai,Tucson,Ultimate,SUV,5,33300,regular unleaded
2020,Hyundai,Tucson,Ultimate,SUV,5,31900,regular unleaded
2020,Hyundai,Tucson,Sport,SUV,5,29500,regular unleaded
2020,Hyundai,Tucson,Sport,SUV,5,28100,regular unleaded
2020,Hyundai,Tucson,SEL,SUV,5,27350,regular unleaded
2020,Hyundai,Tucson,SEL,SUV,5,25950,regular unleaded
2020,Hyundai,Tucson,SE,SUV,5,23550,regular unleaded
2020,Hyundai,Tucson,SE,SUV,5,24950,regular unleaded
2020,Hyundai,Tucson,Limited,SUV,5,30650,regular unleaded
2020,Hyundai,Veloster,2,Hatchback,4,18800,regular unleaded
2020,Hyundai,Veloster,2,Hatchback,4,19800,regular unleaded
2020,Hyundai,Veloster,2.0 Premium,Hatchback,4,23000,regular unleaded
2020,Hyundai,Veloster,Turbo Ultimate,Hatchback,4,28350,regular unleaded
2020,Hyundai,Veloster,Turbo R-Spec,Hatchback,4,23350,regular unleaded
2020,Hyundai,Veloster,Turbo,Hatchback,4,25650,regular unleaded
2020,Hyundai,Veloster N,N,Hatchback,4,27600,premium unleaded (required)
2020,Hyundai,Venue,SE,Hatchback,5,17350,regular unleaded
2020,Hyundai,Venue,Denim,Hatchback,5,22050,regular unleaded
2020,Hyundai,Venue,SE,Hatchback,5,18550,regular unleaded
2020,Hyundai,Venue,SEL,Hatchback,5,19250,regular unleaded
2020,INFINITI,Q50,3.0t SPORT,Sedan,5,50500,premium unleaded (required)
2020,INFINITI,Q50,3.0t SPORT,Sedan,5,48500,premium unleaded (required)
2020,INFINITI,Q50,RED SPORT 400,Sedan,5,56250,premium unleaded (required)
2020,INFINITI,Q50,RED SPORT 400,Sedan,5,54250,premium unleaded (required)
2020,INFINITI,Q50,Edition 30,Sedan,5,43700,premium unleaded (required)
2020,INFINITI,Q50,Edition 30,Sedan,5,45700,premium unleaded (required)
2020,INFINITI,Q50,3.0t PURE,Sedan,5,38400,premium unleaded (required)
2020,INFINITI,Q50,3.0t PURE,Sedan,5,36400,premium unleaded (required)
2020,INFINITI,Q50,3.0t LUXE,Sedan,5,40850,premium unleaded (required)
2020,INFINITI,Q50,3.0t LUXE,Sedan,5,38850,premium unleaded (required)
2020,INFINITI,Q60,3.0t LUXE,Coupe,4,47500,premium unleaded (required)
2020,INFINITI,Q60,RED SPORT 400,Coupe,4,59150,premium unleaded (required)
2020,INFINITI,Q60,RED SPORT 400,Coupe,4,57150,premium unleaded (required)
2020,INFINITI,Q60,3.0t PURE,Coupe,4,43350,premium unleaded (required)
2020,INFINITI,Q60,3.0t LUXE,Coupe,4,45500,premium unleaded (required)
2020,INFINITI,Q60,3.0t PURE,Coupe,4,41350,premium unleaded (required)
2020,INFINITI,QX50,PURE,SUV,5,37250,premium unleaded (recommended)
2020,INFINITI,QX50,PURE,SUV,5,39250,premium unleaded (recommended)
2020,INFINITI,QX50,SENSORY,SUV,5,50900,premium unleaded (recommended)
2020,INFINITI,QX50,SENSORY,SUV,5,48900,premium unleaded (recommended)
2020,INFINITI,QX50,AUTOGRAPH,SUV,5,53850,premium unleaded (recommended)
2020,INFINITI,QX50,AUTOGRAPH,SUV,5,55850,premium unleaded (recommended)
2020,INFINITI,QX50,ESSENTIAL,SUV,5,44100,premium unleaded (recommended)
2020,INFINITI,QX50,ESSENTIAL,SUV,5,46100,premium unleaded (recommended)
2020,INFINITI,QX50,LUXE,SUV,5,40250,premium unleaded (recommended)
2020,INFINITI,QX50,LUXE,SUV,5,42250,premium unleaded (recommended)
2020,INFINITI,QX60,PURE,SUV,7,44350,premium unleaded (recommended)
2020,INFINITI,QX60,LUXE,SUV,7,46150,premium unleaded (recommended)
2020,INFINITI,QX60,LUXE,SUV,7,48150,premium unleaded (recommended)
2020,INFINITI,QX60,SIGNATURE EDITION,SUV,7,50250,premium unleaded (recommended)
2020,INFINITI,QX60,SIGNATURE EDITION,SUV,7,52250,premium unleaded (recommended)
2020,INFINITI,QX60,PURE,SUV,7,46350,premium unleaded (recommended)
2020,INFINITI,QX80,LUXE,SUV,7,69850,premium unleaded (recommended)
2020,INFINITI,QX80,LUXE,SUV,7,66750,premium unleaded (recommended)
2020,INFINITI,QX80,LIMITED,SUV,7,91450,premium unleaded (recommended)
2020,Jaguar,E-Pace,P300 R-Dynamic HSE,SUV,5,52950,premium unleaded (required)
2020,Jaguar,E-Pace,P250 Checkered Flag Limited Edition,SUV,5,46400,premium unleaded (required)
2020,Jaguar,E-Pace,P250,SUV,5,39950,premium unleaded (required)
2020,Jaguar,E-Pace,P300 R-Dynamic S,SUV,5,46600,premium unleaded (required)
2020,Jaguar,E-Pace,P300 R-Dynamic SE,SUV,5,49200,premium unleaded (required)
2020,Jaguar,E-Pace,P250 SE,SUV,5,43700,premium unleaded (required)
2020,Jaguar,F-Pace,30t Prestige,SUV,5,55200,premium unleaded (required)
2020,Jaguar,F-Pace,300 Sport Limited Edition,SUV,5,62000,premium unleaded (required)
2020,Jaguar,F-Pace,25t,SUV,5,45200,premium unleaded (required)
2020,Jaguar,F-Pace,25t Checkered Flag Limited Edition,SUV,5,58400,premium unleaded (required)
2020,Jaguar,F-Pace,25t Prestige,SUV,5,52200,premium unleaded (required)
2020,Jaguar,F-Pace,30t Portfolio,SUV,5,63600,premium unleaded (required)
2020,Jaguar,F-Pace,25t Premium,SUV,5,47800,premium unleaded (required)
2020,Jaguar,F-Pace,30t Premium,SUV,5,50800,premium unleaded (required)
2020,Jaguar,F-Pace,25t R-Sport,SUV,5,56500,premium unleaded (required)
2020,Jaguar,F-Pace,S,SUV,5,62100,premium unleaded (required)
2020,Jaguar,F-Pace,SVR,SUV,5,80600,premium unleaded (required)
2020,Jaguar,F-Pace,30t R-Sport,SUV,5,59500,premium unleaded (required)
2020,Jaguar,F-Type,P300,Coupe,2,61600,premium unleaded (required)
2020,Jaguar,F-Type,P340,Coupe,2,71100,premium unleaded (required)
2020,Jaguar,F-Type,P300,Convertible,2,64700,premium unleaded (required)
2020,Jaguar,F-Type,P340,Convertible,2,74200,premium unleaded (required)
2020,Jaguar,F-Type,P300 Checkered Flag Limited Edition,Coupe,2,71900,premium unleaded (required)
2020,Jaguar,F-Type,P380 Checkered Flag Limited Edition,Coupe,2,94500,premium unleaded (required)
2020,Jaguar,F-Type,P300 Checkered Flag Limited Edition,Convertible,2,74300,premium unleaded (required)
2020,Jaguar,F-Type,P380 Checkered Flag Limited Edition,Convertible,2,96900,premium unleaded (required)
2020,Jaguar,F-Type,R,Coupe,2,101800,premium unleaded (required)
2020,Jaguar,F-Type,R,Convertible,2,104900,premium unleaded (required)
2020,Jaguar,F-Type,P380 R-Dynamic,Coupe,2,84300,premium unleaded (required)
2020,Jaguar,F-Type,P380 R-Dynamic,Coupe,2,87300,premium unleaded (required)
2020,Jaguar,F-Type,P380 R-Dynamic,Convertible,2,87400,premium unleaded (required)
2020,Jaguar,F-Type,P380 R-Dynamic,Convertible,2,90400,premium unleaded (required)
2020,Jaguar,F-Type,SVR,Coupe,2,123600,premium unleaded (required)
2020,Jaguar,F-Type,SVR,Convertible,2,126700,premium unleaded (required)
2020,Jaguar,I-Pace,EV400 HSE,Hatchback,5,80900,electric
2020,Jaguar,I-Pace,EV400 S,Hatchback,5,69850,electric
2020,Jaguar,I-Pace,EV400 SE,Hatchback,5,76250,electric
2020,Jaguar,XE,S,Sedan,5,41900,premium unleaded (required)
2020,Jaguar,XE,S,Sedan,5,39900,premium unleaded (required)
2020,Jaguar,XE,R-Dynamic S,Sedan,5,46295,premium unleaded (required)
2020,Jaguar,XF,Sportbrake S Sport,Wagon,5,71800,premium unleaded (required)
2020,Jaguar,XF,Sportbrake Prestige,Wagon,5,65150,premium unleaded (required)
2020,Jaguar,XF,S,Sedan,5,68200,premium unleaded (required)
2020,Jaguar,XF,25t Premium,Sedan,5,54100,premium unleaded (required)
2020,Jaguar,XF,25t Premium,Sedan,5,51100,premium unleaded (required)
2020,Jaguar,XF,30t Prestige,Sedan,5,61550,premium unleaded (required)
2020,Jaguar,XF,30t Prestige,Sedan,5,58550,premium unleaded (required)
2020,Jaguar,XF,25t Prestige,Sedan,5,58550,premium unleaded (required)
2020,Jaguar,XF,25t Prestige,Sedan,5,55550,premium unleaded (required)
2020,Jaguar,XF,30t Checkered Flag Limited Edition,Sedan,5,66600,premium unleaded (required)
2020,Jeep,Cherokee,Altitude,SUV,5,30290,regular unleaded
2020,Jeep,Cherokee,Limited,SUV,5,34845,regular unleaded
2020,Jeep,Cherokee,Limited,SUV,5,31600,regular unleaded
2020,Jeep,Cherokee,Latitude Lux,SUV,5,31400,regular unleaded
2020,Jeep,Cherokee,Latitude Lux,SUV,5,29900,regular unleaded
2020,Jeep,Cherokee,North Edition,SUV,5,31800,regular unleaded
2020,Jeep,Cherokee,Latitude Plus,SUV,5,29095,regular unleaded
2020,Jeep,Cherokee,Latitude Plus,SUV,5,27595,regular unleaded
2020,Jeep,Cherokee,Latitude,SUV,5,27340,regular unleaded
2020,Jeep,Cherokee,Latitude,SUV,5,25840,regular unleaded
2020,Jeep,Cherokee,High Altitude,SUV,5,36840,regular unleaded
2020,Jeep,Cherokee,High Altitude,SUV,5,35540,regular unleaded
2020,Jeep,Cherokee,Altitude,SUV,5,28790,regular unleaded
2020,Jeep,Cherokee,Overland,SUV,5,36995,regular unleaded
2020,Jeep,Cherokee,Overland,SUV,5,38495,regular unleaded
2020,Jeep,Cherokee,Trailhawk,SUV,5,34755,regular unleaded
2020,Jeep,Cherokee,Trailhawk Elite,SUV,5,37950,regular unleaded
2020,Jeep,Cherokee,Upland,SUV,5,30720,regular unleaded
2020,Jeep,Compass,Altitude,SUV,5,26775,regular unleaded
2020,Jeep,Compass,Limited,SUV,5,28405,regular unleaded
2020,Jeep,Compass,Limited,SUV,5,29905,regular unleaded
2020,Jeep,Compass,Sport,SUV,5,22105,regular unleaded
2020,Jeep,Compass,Sport,SUV,5,23605,regular unleaded
2020,Jeep,Compass,Trailhawk,SUV,5,29675,regular unleaded
2020,Jeep,Compass,Sun and Safety,SUV,5,28550,regular unleaded
2020,Jeep,Compass,Latitude,SUV,5,25355,regular unleaded
2020,Jeep,Compass,High Altitude,SUV,5,31900,regular unleaded
2020,Jeep,Compass,High Altitude,SUV,5,30400,regular unleaded
2020,Jeep,Compass,Altitude,SUV,5,28275,regular unleaded
2020,Jeep,Compass,Sun and Safety,SUV,5,27050,regular unleaded
2020,Jeep,Compass,Sun and Wheel,SUV,5,26250,regular unleaded
2020,Jeep,Compass,Latitude,SUV,5,25355,regular unleaded
2020,Jeep,Compass,North Edition,SUV,5,27800,regular unleaded
2020,Jeep,Gladiator,Sport S,Truck (Crew Cab),5,36745,regular unleaded
2020,Jeep,Gladiator,Sport,Truck (Crew Cab),5,33545,regular unleaded
2020,Jeep,Gladiator,Rubicon,Truck (Crew Cab),5,43875,regular unleaded
2020,Jeep,Gladiator,Overland,Truck (Crew Cab),5,40395,regular unleaded
2020,Jeep,Gladiator,Mojave,Truck (Crew Cab),5,43875,regular unleaded
2020,Jeep,Gladiator,North Edition,Truck (Crew Cab),5,45720,regular unleaded
2020,Jeep,Grand Cherokee,Overland,SUV,5,46695,regular unleaded
2020,Jeep,Grand Cherokee,Altitude,SUV,5,38245,regular unleaded
2020,Jeep,Grand Cherokee,Upland,SUV,5,39330,regular unleaded
2020,Jeep,Grand Cherokee,Upland,SUV,5,36835,regular unleaded
2020,Jeep,Grand Cherokee,Trailhawk,SUV,5,45155,regular unleaded
2020,Jeep,Grand Cherokee,Trackhawk,SUV,5,87400,premium unleaded (recommended)
2020,Jeep,Grand Cherokee,Summit,SUV,5,55495,regular unleaded
2020,Jeep,Grand Cherokee,Summit,SUV,5,52495,regular unleaded
